"","gene","cntA","cntB","med_pa_len_A","med_pa_len_B","iso_pa_pval","iso_pa_sig","iso_pa_diff"
"4028","SLAIN1",6,8,76,114.5,0.156934931506849,"False",38.5
"4031","SLC16A1",12,14,159,122,0.20907122905028,"False",37
"4033","SLC1A3",12,6,73.5,117,0.0859462915601024,"False",43.5
"4034","SLC1A5",5,6,102,92.5,0.460244869402985,"False",9.5
"4035","SLC20A1",7,10,112,122.5,0.463390963577686,"False",10.5
"4038","SLC25A11",91,43,117,133,0.421990713871155,"False",16
"4041","SLC25A17",5,11,95,128,0.233551171393342,"False",33
"4042","SLC25A19",12,5,147.5,69,0,"True",78.5
"4043","SLC25A20",8,7,87.5,78,0.444795336787565,"False",9.5
"4046","SLC25A26",7,5,75,141,0,"True",66
"4048","SLC25A3",71,96,113,88.5,0.30875,"False",24.5
"4052","SLC25A39",19,22,154,89,0,"True",65
"4053","SLC25A4",7,9,75,75,0.498436437797417,"False",0
"4055","SLC25A5",590,245,86,65,0.333318293683347,"False",21
"4056","SLC25A6",71,47,74,53,0.325866666666667,"False",21
"4058","SLC27A5",44,22,114.5,114.5,0.507310241962214,"False",0
"4059","SLC29A1",31,9,124,88,0.188637048192771,"False",36
"4061","SLC2A1",10,24,88.5,128.5,0.159436026936027,"False",40
"4069","SLC35A4",6,9,143.5,81,0.0290952380952381,"True",62.5
"4070","SLC35B1",40,22,70.5,96.5,0.255142857142857,"False",26
"4077","SLC38A1",8,11,70.5,67,0.493568563092633,"False",3.5
"4078","SLC39A1",43,32,110,112,0.495550668543279,"False",2
"4081","SLC39A7",14,45,155,107,0.110972222222222,"False",48
"4083","SLC3A2",32,35,117.5,108,0.46552380952381,"False",9.5
"4084","SLC44A2",18,25,172,136,0.255142857142857,"False",36
"4086","SLC4A2",14,13,172.5,177,0.493792184724689,"False",4.5
"4089","SLC5A6",10,9,118,95,0.337002398081535,"False",23
"4091","SLC7A1",8,8,170,137.5,0.264681628392484,"False",32.5
"4093","SLC7A6OS",10,10,107,61,0.0706358381502891,"False",46
"4094","SLC9A3R1",11,10,106,112,0.478686219365207,"False",6
"4095","SLC9A3R2",6,5,135,157,0.384703703703704,"False",22
"4097","SLIRP",158,118,93,74.5,0.37619957537155,"False",18.5
"4098","SLTM",6,5,197,213,0.442659968270756,"False",16
"4106","SMARCC1",34,30,121,97.5,0.337002398081535,"False",23.5
"4108","SMARCD1",8,10,132,97.5,0.217627688172043,"False",34.5
"4111","SMARCE1",5,11,110,125,0.438304674905965,"False",15
"4112","SMC1A",9,15,126,85,0.14415607985481,"False",41
"4118","SMG5",5,16,183,132.5,0.132303149606299,"False",50.5
"4122","SMIM12",5,5,127,111,0.409432989690722,"False",16
"4124","SMIM14",6,9,49,92,0.0706358381502891,"False",43
"4128","SMIM4",7,15,129,125,0.493792184724689,"False",4
"4129","SMIM8",13,8,82,55.5,0.250910099889012,"False",26.5
"4134","SMS",26,112,134.5,98,0.207118644067797,"False",36.5
"4135","SMU1",6,10,147,82.5,0.0393347639484979,"True",64.5
"4136","SMUG1",10,11,98,87,0.449356486210419,"False",11
"4138","SMYD2",7,10,80,129,0.0706358381502891,"False",49
"4139","SMYD3",14,8,114.5,109,0.493792184724689,"False",5.5
"4142","SNAP23",9,5,90,130,0.174294770206022,"False",40
"4143","SNAP47",9,9,83,145,0.0462878787878788,"True",62
"4146","SNAPC5",15,14,79,83,0.486894256371244,"False",4
"4147","SNAPIN",8,29,57.5,94,0.132303149606299,"False",36.5
"4148","SNCA",22,11,95,118,0.358203883495146,"False",23
"4149","SND1",9,8,97,120.5,0.346344800625489,"False",23.5
"4151","SNHG1",10,21,250,143,0,"True",107
"4154","SNHG15",24,17,178,120,0.0604950495049505,"False",58
"4155","SNHG16",35,58,149,126.5,0.382134602311353,"False",22.5
"4157","SNHG25",9,19,175,189,0.453979892103973,"False",14
"4159","SNHG5",27,10,110,99.5,0.431392857142857,"False",10.5
"4160","SNHG6",12,26,101.5,121,0.382134602311353,"False",19.5
"4162","SNHG8",20,17,152,146,0.482243390357698,"False",6
"4163","SNHG9",13,19,197,167,0.321852166525064,"False",30
"4164","SNRNP200",8,13,155,133,0.396238651102464,"False",22
"4165","SNRNP25",23,35,78,81,0.492993793355239,"False",3
"4167","SNRNP35",15,22,94,110,0.405712974296206,"False",16
"4168","SNRNP40",26,50,142,139,0.498796673455533,"False",3
"4170","SNRNP70",10,14,168,115,0.100936123348018,"False",53
"4171","SNRPA",8,5,147,164,0.425424068767908,"False",17
"4172","SNRPA1",49,39,80,82,0.493792184724689,"False",2
"4173","SNRPB",20,29,105,144,0.185714285714286,"False",39
"4174","SNRPB2",41,48,74,108,0.227166666666667,"False",34
"4175","SNRPC",133,133,66,98,0.210689655172414,"False",32
"4176","SNRPD1",80,79,91.5,91,0.507649784839457,"False",0.5
"4177","SNRPD2",340,642,104,88,0.398058191018343,"False",16
"4178","SNRPD3",51,61,96,98,0.493792184724689,"False",2
"4179","SNRPE",57,106,97,88.5,0.46552380952381,"False",8.5
"4180","SNRPF",81,85,116,120,0.488984522461306,"False",4
"4181","SNRPG",192,241,107,117,0.460244869402985,"False",10
"4182","SNRPN",5,5,120,149,0.289299242424242,"False",29
"4183","SNU13",218,156,101,119,0.393871073298429,"False",18
"4184","SNW1",65,94,71,80.5,0.463390963577686,"False",9.5
"4187","SNX12",9,12,119,81.5,0.185714285714286,"False",37.5
"4188","SNX17",13,28,84,118,0.185295489891135,"False",34
"4190","SNX2",48,42,49,71.5,0.297841225626741,"False",22.5
"4191","SNX3",8,16,64,85.5,0.303020739404869,"False",21.5
"4193","SNX5",5,9,112,119,0.475164835164835,"False",7
"4194","SNX6",13,30,81,89,0.468969298245614,"False",8
"4198","SOD1",94,113,115.5,99,0.398227329974811,"False",16.5
"4199","SOD2",5,14,73,147,0.0167857142857143,"True",74
"4200","SON",12,17,118.5,121,0.493792184724689,"False",2.5
"4202","SOX11",12,15,182.5,139,0.188637048192771,"False",43.5
"4205","SOX2",13,46,142,148.5,0.477460317460318,"False",6.5
"4207","SOX4",10,24,131.5,145,0.438304674905965,"False",13.5
"4212","SPAG7",10,22,131.5,97,0.215549525101764,"False",34.5
"4213","SPAG9",7,14,118,125.5,0.468969298245614,"False",7.5
"4214","SPARC",20,63,105,128,0.333318293683347,"False",23
"4222","SPATS2L",5,7,36,122,0,"True",86
"4223","SPC25",10,14,67.5,86,0.337555643879173,"False",18.5
"4224","SPCS1",58,52,87,111,0.321166666666667,"False",24
"4225","SPCS2",45,117,71,80,0.453979892103973,"False",9
"4226","SPCS2P4",34,78,69.5,84,0.398895166352793,"False",14.5
"4227","SPCS3",11,8,117,126,0.472017167381974,"False",9
"4228","SPDL1",11,11,96,68,0.250910099889012,"False",28
"4232","SPG20",9,11,109,63,0.0889805825242719,"False",46
"4233","SPG21",8,11,61,85,0.267982456140351,"False",24
"4236","SPOP",13,52,114,128.5,0.431135611907387,"False",14.5
"4244","SPSB4",14,27,151,169,0.411109449760766,"False",18
"4246","SPTLC1",8,11,116,91,0.333634881825591,"False",25
"4247","SPTSSA",42,31,95,80,0.409794561933535,"False",15
"4249","SQLE",18,33,92.5,109,0.388260869565217,"False",16.5
"4250","SQSTM1",7,6,88,77.5,0.449172643442623,"False",10.5
"4251","SRA1",152,143,103,85,0.380811281337047,"False",18
"4254","SREBF2",8,30,122.5,101,0.35437073540561,"False",21.5
"4255","SREK1",7,9,70,137,0,"True",67
"4256","SREK1IP1",5,11,84,72,0.427562076749436,"False",12
"4257","SRF",18,10,100.5,155.5,0.0462878787878788,"True",55
"4260","SRI",44,58,67,88,0.324673640167364,"False",21
"4262","SRP14",180,469,108.5,100,0.468126660761736,"False",8.5
"4263","SRP54",19,23,74,92,0.378647887323944,"False",18
"4264","SRP68",5,12,136,125,0.46552380952381,"False",11
"4265","SRP72",8,10,91.5,45.5,0.0290952380952381,"True",46
"4266","SRP9",337,588,103,101.5,0.497325581395349,"False",1.5
"4267","SRP9P1",6,15,113,92,0.364643377001456,"False",21
"4268","SRPK1",7,8,117,105,0.439227685729556,"False",12
"4269","SRPRB",10,11,63,116,0.0604950495049505,"False",53
"4270","SRR",8,17,125.5,91,0.219667110519308,"False",34.5
"4272","SRRM1",8,5,169,114,0.0759530386740332,"False",55
"4273","SRRM2",52,63,189.5,207,0.41593896713615,"False",17.5
"4274","SRSF1",75,114,108,118.5,0.444795336787565,"False",10.5
"4275","SRSF10",24,33,49,88,0.096764705882353,"False",39
"4276","SRSF11",9,13,171,136,0.247326111744584,"False",35
"4277","SRSF12",8,13,118.5,58,0.0167857142857143,"True",60.5
"4278","SRSF2",12,24,132,158,0.362611275964392,"False",26
"4279","SRSF3",57,120,99,91,0.468126660761736,"False",8
"4280","SRSF4",8,16,151,128.5,0.355608465608466,"False",22.5
"4281","SRSF5",69,118,172,142,0.298736162361624,"False",30
"4283","SRSF7",24,57,116.5,87,0.230566037735849,"False",29.5
"4284","SRSF9",21,42,88,94,0.478612565445026,"False",6
"4286","SS18L2",28,40,76,91,0.398058191018343,"False",15
"4287","SSB",63,62,87,87.5,0.502514237855946,"False",0.5
"4288","SSBP1",62,71,66,95,0.241944444444444,"False",29
"4289","SSBP2",17,59,145,147,0.494350603264727,"False",2
"4290","SSBP3",9,47,128,118,0.463390963577686,"False",10
"4291","SSNA1",13,16,99,77.5,0.320472914875322,"False",21.5
"4292","SSR1",14,14,75.5,112.5,0.135385356454721,"False",37
"4293","SSR2",86,111,92,98,0.475476487723679,"False",6
"4294","SSR3",16,19,66,125,0.0290952380952381,"True",59
"4295","SSR4",50,68,66.5,109,0.0889805825242719,"False",42.5
"4296","SSRP1",50,75,87.5,86,0.496687953054884,"False",1.5
"4297","SSSCA1",31,12,103,107.5,0.481740827478532,"False",4.5
"4298","SSU72",16,18,98.5,120,0.362611275964392,"False",21.5
"4299","ST13",86,101,92.5,101,0.46552380952381,"False",8.5
"4307","STAM",5,12,111,125,0.438304674905965,"False",14
"4308","STAMBP",15,12,67,50,0.365007241129616,"False",17
"4309","STARD3NL",18,34,83,74,0.456849975880367,"False",9
"4311","STARD7",10,10,133,124,0.46552380952381,"False",9
"4314","STAU1",15,7,148,141,0.478152480839048,"False",7
"4315","STAU2",5,5,113,76,0.147032085561497,"False",37
"4318","STIP1",80,56,94.5,108.5,0.414298349056604,"False",14
"4320","STK24",8,10,79.5,72.5,0.475476487723679,"False",7
"4328","STMN1",110,273,99.5,102,0.489942056074766,"False",2.5
"4330","STOML2",102,79,86.5,88,0.517864651773982,"False",1.5
"4331","STRA13",213,121,98,101,0.489398793818319,"False",3
"4332","STRAP",89,106,86,81,0.484529569892473,"False",5
"4335","STRN4",24,14,199.5,175,0.382134602311353,"False",24.5
"4336","STT3A",9,8,86,76.5,0.460064133016627,"False",9.5
"4337","STT3B",7,12,124,137.5,0.440593849416755,"False",13.5
"4338","STUB1",7,14,54,78.5,0.248823529411765,"False",24.5
"4345","STX8",27,55,102,74,0.256806768558952,"False",28
"4347","STYXL1",22,42,101.5,93,0.466486180335297,"False",8.5
"4348","SUB1",73,113,92,96,0.478152480839048,"False",4
"4349","SUCLA2",27,18,66,81,0.391459709379128,"False",15
"4350","SUCLG1",16,30,75.5,81.5,0.473107935153584,"False",6
"4351","SUCLG2",22,12,79.5,52.5,0.247326111744584,"False",27
"4355","SUGP1",6,8,166,118,0.096764705882353,"False",48
"4356","SUGT1",19,16,58,83.5,0.267982456140351,"False",25.5
"4357","SUMF2",8,14,136.5,131,0.481740827478532,"False",5.5
"4358","SUMO1",58,114,81,94.5,0.422782281412855,"False",13.5
"4362","SUPT16H",47,58,137,132,0.479239475774424,"False",5
"4365","SUPT4H1",20,43,81,89,0.460244869402985,"False",8
"4366","SUPT5H",9,12,158,183,0.373196022727273,"False",25
"4367","SUPT6H",12,7,118.5,175,0.0545535714285715,"False",56.5
"4370","SURF4",6,11,74,82,0.461454545454545,"False",8
"4372","SUV39H1",5,5,74,95,0.349612135176651,"False",21
"4373","SUV39H2",8,16,46.5,53,0.464157458563536,"False",6.5
"4375","SVBP",12,46,68.5,59,0.451582341269841,"False",9.5
"4376","SWI5",7,12,113,61.5,0.0393347639484979,"True",51.5
"4378","SYAP1",5,22,51,109,0,"True",58
"4379","SYF2",6,17,130.5,81,0.0393347639484979,"True",49.5
"4380","SYNCRIP",9,12,79,148.5,0.0167857142857143,"True",69.5
"4382","SYNGR2",15,13,139,134,0.484586206896552,"False",5
"4383","SYPL1",10,31,71.5,91,0.348604471858134,"False",19.5
"4384","SYT11",10,18,82.5,114,0.264681628392484,"False",31.5
"4385","SZRD1",12,13,121.5,99,0.335334947538337,"False",22.5
"4388","TACC3",27,30,153,178,0.339175257731959,"False",25
"4389","TADA1",17,21,135,124,0.456849975880367,"False",11
"4390","TADA3",10,15,133,133,0.502514237855946,"False",0
"4391","TAF10",7,7,133,116,0.40633923123856,"False",17
"4392","TAF11",19,20,85,113,0.261390374331551,"False",28
"4393","TAF12",15,25,105,96,0.457300334768053,"False",9
"4397","TAF1D",12,6,148,180.5,0.28576181292189,"False",32.5
"4398","TAF7",7,21,147,98,0.100936123348018,"False",49
"4401","TAGLN",12,5,56.5,160,0,"True",103.5
"4402","TAGLN3",14,21,93.5,111,0.391459709379128,"False",17.5
"4403","TALDO1",22,24,98.5,103,0.479239475774424,"False",4.5
"4410","TARBP2",35,51,93,95,0.493792184724689,"False",2
"4411","TARS",22,17,85,103,0.36268390386016,"False",18
"4414","TATDN1",12,13,43,73,0.185714285714286,"False",30
"4421","TBC1D7",17,13,70,83,0.431135611907387,"False",13
"4422","TBCA",34,60,125,135,0.453593903638151,"False",10
"4423","TBCB",10,13,128,92,0.205709169054441,"False",36
"4425","TBL1X",6,11,116,99,0.398058191018343,"False",17
"4427","TBPL1",13,11,86,103,0.398058191018343,"False",17
"4428","TBRG1",6,6,99,89.5,0.460064133016627,"False",9.5
"4429","TBRG4",12,19,81.5,127,0.110972222222222,"False",45.5
"4431","TCEA1",7,15,160,110,0.096764705882353,"False",50
"4433","TCEA2",5,15,109,148,0.224220183486239,"False",39
"4434","TCEAL4",17,105,108,82,0.276888217522659,"False",26
"4435","TCEAL8",9,36,110,101.5,0.470718027062418,"False",8.5
"4436","TCEB1",49,38,78,124,0.0889805825242719,"False",46
"4437","TCEB2",301,497,88,96,0.475476487723679,"False",8
"4439","TCF3",13,28,131,132.5,0.493792184724689,"False",1.5
"4443","TCN2",6,6,77.5,71.5,0.479239475774424,"False",6
"4444","TCOF1",16,9,112,111,0.498436437797417,"False",1
"4445","TCP1",62,52,80.5,92,0.440154749199573,"False",11.5
"4446","TCTN3",17,14,115,85.5,0.250910099889012,"False",29.5
"4447","TDG",12,7,142,107,0.243826291079812,"False",35
"4448","TDP1",12,12,98,103,0.485199004975124,"False",5
"4449","TDP2",8,14,50,116,0.0167857142857143,"True",66
"4452","TEAD2",9,10,101,133.5,0.246655132641292,"False",32.5
"4453","TECR",6,5,73,134,0.0167857142857143,"True",61
"4459","TEX30",13,12,51,110.5,0,"True",59.5
"4460","TEX9",5,10,128,101,0.295828677839851,"False",27
"4461","TFAM",8,9,126.5,124,0.493792184724689,"False",2.5
"4462","TFAP4",77,40,132,144,0.454621909840039,"False",12
"4463","TFB1M",44,25,84,109,0.285291828793774,"False",25
"4464","TFCP2",9,7,75,123,0.0462878787878788,"True",48
"4465","TFDP1",10,8,94,120.5,0.286223709369025,"False",26.5
"4466","TFDP2",9,23,84,78,0.479239475774424,"False",6
"4469","TFG",14,29,56,95,0.119434156378601,"False",39
"4470","TFIP11",6,6,117,129.5,0.449172643442623,"False",12.5
"4476","TGOLN2",10,11,135,150,0.42546803652968,"False",15
"4480","THAP4",8,8,83.5,140,0.0462878787878788,"True",56.5
"4486","THOC1",9,14,90,107,0.398227329974811,"False",17
"4487","THOC5",9,6,80,103.5,0.324673640167364,"False",23.5
"4488","THOC7",15,7,70,116,0.0943349168646082,"False",46
"4493","THUMPD3",7,18,82,59.5,0.285291828793774,"False",22.5
"4495","THYN1",51,82,79,80,0.496687953054884,"False",1
"4497","TIAL1",11,20,148,154.5,0.479239475774424,"False",6.5
"4499","TIGAR",14,7,91.5,96,0.493792184724689,"False",4.5
"4500","TIMM10",51,71,85,116,0.235863970588235,"False",31
"4501","TIMM10B",7,16,147,64,0,"True",83
"4502","TIMM13",69,69,80,100,0.356033834586466,"False",20
"4503","TIMM17A",188,138,95.5,95.5,0.528172888015717,"False",0
"4504","TIMM17B",25,34,96,105,0.457300334768053,"False",9
"4505","TIMM21",54,33,130,90,0.174294770206022,"False",40
"4506","TIMM22",14,19,99,109,0.451063563563564,"False",10
"4507","TIMM23",190,181,105,96,0.460244869402985,"False",9
"4508","TIMM50",13,12,100,99.5,0.506117764471058,"False",0.5
"4509","TIMM8A",12,15,68.5,143,0,"True",74.5
"4510","TIMM8B",83,149,90,81,0.463390963577686,"False",9
"4511","TIMM9",9,9,95,127,0.237814371257485,"False",32
"4512","TIMMDC1",24,32,125.5,85,0.148765217391304,"False",40.5
"4514","TINF2",11,13,74,79,0.477731519090171,"False",5
"4515","TIPRL",12,21,105.5,94,0.444795336787565,"False",11.5
"4517","TJAP1",6,8,177.5,224.5,0.225271668822769,"False",47
"4519","TK1",6,18,119.5,103.5,0.394579256360078,"False",16
"4520","TKT",33,25,96,71,0.285291828793774,"False",25
"4526","TM2D3",7,13,117,93,0.324673640167364,"False",24
"4529","TM9SF2",14,37,115.5,122,0.478152480839048,"False",6.5
"4530","TM9SF4",6,13,86,145,0.0290952380952381,"True",59
"4531","TMA16",11,11,87,83,0.491544550810015,"False",4
"4532","TMA7",124,267,93.5,94,0.504411274182789,"False",0.5
"4533","TMBIM6",55,156,90,100,0.460244869402985,"False",10
"4535","TMCO1",36,53,78.5,84,0.479239475774424,"False",5.5
"4536","TMCO6",9,5,199,210,0.460244869402985,"False",11
"4537","TMED1",11,27,68,86,0.356033834586466,"False",18
"4538","TMED10",16,55,106.5,85,0.356033834586466,"False",21.5
"4539","TMED2",10,43,115.5,110,0.477460317460318,"False",5.5
"4540","TMED3",5,7,92,87,0.486287128712871,"False",5
"4542","TMED9",68,120,76,95.5,0.356033834586466,"False",19.5
"4543","TMEM101",19,13,86,106,0.374567682494685,"False",20
"4546","TMEM106C",28,85,88,106,0.382134602311353,"False",18
"4547","TMEM11",40,58,106,95.5,0.45021052631579,"False",10.5
"4549","TMEM123",17,16,116,102,0.449356486210419,"False",14
"4550","TMEM126A",10,13,73,131,0.0290952380952381,"True",58
"4551","TMEM128",7,7,118,93,0.306046511627907,"False",25
"4552","TMEM129",6,18,152.5,123,0.257610810810811,"False",29.5
"4554","TMEM132A",6,6,191.5,98,0,"True",93.5
"4558","TMEM138",14,18,107.5,88,0.366158844765343,"False",19.5
"4559","TMEM147",8,14,50.5,103,0.0462878787878788,"True",52.5
"4560","TMEM14A",9,19,77,137,0,"True",60
"4562","TMEM14C",35,29,83,88,0.475476487723679,"False",5
"4566","TMEM161B-AS1",8,13,79.5,95,0.395797526041667,"False",15.5
"4567","TMEM167A",20,42,100.5,73,0.257610810810811,"False",27.5
"4570","TMEM177",11,13,142,175,0.29353078358209,"False",33
"4572","TMEM179B",12,17,171.5,150,0.383939189189189,"False",21.5
"4573","TMEM18",6,10,63.5,82,0.349612135176651,"False",18.5
"4579","TMEM2",6,16,114.5,145,0.253456858407079,"False",30.5
"4581","TMEM208",14,17,75.5,94,0.371818505338078,"False",18.5
"4582","TMEM216",9,10,99,125.5,0.315577256944444,"False",26.5
"4583","TMEM219",9,14,92,107,0.431115107913669,"False",15
"4584","TMEM222",8,20,110,111.5,0.496687953054884,"False",1.5
"4585","TMEM230",70,146,100,96,0.490392923649907,"False",4
"4587","TMEM237",12,16,85.5,104.5,0.366158844765343,"False",19
"4588","TMEM242",34,25,98,92,0.477460317460318,"False",6
"4590","TMEM254",13,28,88,86.5,0.506460132890365,"False",1.5
"4592","TMEM256-PLSCR3",6,24,93.5,112.5,0.36268390386016,"False",19
"4593","TMEM258",6,5,60,147,0,"True",87
"4594","TMEM261",21,42,80,92,0.425511654349062,"False",12
"4596","TMEM33",7,9,65,127,0,"True",62
"4597","TMEM38B",6,12,90.5,127,0.201281112737921,"False",36.5
"4605","TMEM59",16,70,131,92,0.178007874015748,"False",39
"4606","TMEM60",12,20,82.5,118,0.205709169054441,"False",35.5
"4607","TMEM69",18,5,96,43,0.0167857142857143,"True",53
"4609","TMEM9",44,52,91.5,111,0.380811281337047,"False",19.5
"4610","TMEM97",29,41,113,117,0.493792184724689,"False",4
"4611","TMEM98",20,43,130.5,114,0.416753512880562,"False",16.5
"4612","TMEM99",5,8,70,118,0.0706358381502891,"False",48
"4614","TMPO",27,30,126,146,0.389522696929239,"False",20
"4615","TMSB10",647,627,122,119,0.491544550810015,"False",3
"4616","TMSB15A",37,121,87,111,0.31685393258427,"False",24
"4617","TMSB4X",702,2102,107.5,100,0.47499150382328,"False",7.5
"4618","TMSB4XP8",16,32,66,93,0.233551171393342,"False",27
"4621","TMX1",12,19,95.5,88,0.468657142857143,"False",7.5
"4622","TMX2",10,8,91,163.5,0,"True",72.5
"4625","TNFRSF10B",7,6,80,172,0,"True",92
"4632","TNPO1",9,12,133,81,0.0462878787878788,"True",52
"4637","TOM1L1",12,5,106.5,171,0.0167857142857143,"True",64.5
"4638","TOMM20",41,28,105,90,0.409794561933535,"False",15
"4639","TOMM22",36,21,101,102,0.499176251691475,"False",1
"4640","TOMM34",34,21,141,113,0.264681628392484,"False",28
"4641","TOMM7",80,67,116,111,0.488984522461306,"False",5
"4643","TOP1",7,11,158,107,0.0666199376947041,"False",51
"4644","TOP2A",14,30,133,133.5,0.498817750677507,"False",0.5
"4645","TOP2B",13,14,145,93,0.100936123348018,"False",52
"4646","TOPORS-AS1",10,19,111,143,0.257610810810811,"False",32
"4650","TOX4",10,19,43,96,0.0167857142857143,"True",53
"4651","TP53",22,25,180,179,0.498817750677507,"False",1
"4657","TP53TG1",7,16,91,122,0.237281553398058,"False",31
"4658","TPD52L2",7,12,65,130,0.0290952380952381,"True",65
"4659","TPGS2",31,60,114,96.5,0.398058191018343,"False",17.5
"4660","TPI1",4319,2096,94,89,0.491544550810015,"False",5
"4661","TPI1P1",58,34,95.5,81.5,0.418859393232205,"False",14
"4662","TPM3",89,134,101,90.5,0.447034643226474,"False",10.5
"4663","TPM4",73,58,142,126.5,0.431135611907387,"False",15.5
"4664","TPMT",7,6,44,68.5,0.257610810810811,"False",24.5
"4667","TPPP3",5,8,146,87,0.0545535714285715,"False",59
"4670","TPRKB",17,33,84,70,0.401774193548387,"False",14
"4672","TPT1",553,1396,86,81,0.481740827478532,"False",5
"4673","TPX2",10,14,116,140.5,0.313742384682332,"False",24.5
"4675","TRA2B",37,55,84,93,0.468657142857143,"False",9
"4678","TRAF3IP2-AS1",5,5,55,84,0.227166666666667,"False",29
"4681","TRAFD1",17,25,155,120,0.250910099889012,"False",35
"4684","TRAP1",26,12,138,116.5,0.344494909945184,"False",21.5
"4686","TRAPPC2L",56,45,70,100,0.201281112737921,"False",30
"4691","TRIAP1",29,20,116,82.5,0.225271668822769,"False",33.5
"4698","TRIM28",227,194,163,163.5,0.502163703455216,"False",0.5
"4700","TRIM44",9,6,101,196,0,"True",95
"4705","TRIP10",40,35,103.5,90,0.438304674905965,"False",13.5
"4707","TRIP6",7,5,137,113,0.336442926045016,"False",24
"4708","TRIT1",10,11,103,114,0.460244869402985,"False",11
"4710","TRMT10C",9,8,62,112.5,0.0666199376947041,"False",50.5
"4712","TRMT112",154,166,103.5,113,0.463390963577686,"False",9.5
"4714","TRMT6",5,10,79,157,0,"True",78
"4716","TRMT61B",6,5,70,65,0.481045828437133,"False",5
"4719","TRNT1",10,7,118,56,0,"True",62
"4721","TROAP",7,13,104,114,0.454621909840039,"False",10
"4723","TRUB2",11,17,108,88,0.370369440459111,"False",20
"4725","TSC22D1",53,187,116,115,0.502514237855946,"False",1
"4726","TSEN15",9,24,101,109,0.480140538400633,"False",8
"4727","TSEN2",10,8,45,126,0,"True",81
"4729","TSG101",34,42,81.5,85,0.491544550810015,"False",3.5
"4731","TSN",21,35,96,90,0.477460317460318,"False",6
"4734","TSPAN3",16,49,89.5,120,0.250910099889012,"False",30.5
"4735","TSPAN31",10,30,87.5,116.5,0.237281553398058,"False",29
"4736","TSPAN5",10,12,104,98.5,0.476317204301075,"False",5.5
"4737","TSPAN6",58,128,81.5,85,0.485863844393593,"False",3.5
"4739","TSPO",7,7,155,95,0.0393347639484979,"True",60
"4741","TSR2",37,34,108,86,0.307404274265361,"False",22
"4744","TSTA3",9,14,39,63,0.256806768558952,"False",24
"4745","TTC1",74,59,90.5,89,0.495550668543279,"False",1.5
"4748","TTC3",5,22,133,98,0.219667110519308,"False",35
"4751","TTC33",8,11,87,95,0.468126660761736,"False",8
"4753","TTC5",6,9,92.5,96,0.489898838516298,"False",3.5
"4754","TTC9C",8,6,60,91.5,0.203962264150944,"False",31.5
"4755","TTI2",8,12,92,114,0.337002398081535,"False",22
"4757","TTYH1",16,52,112.5,131.5,0.393871073298429,"False",19
"4758","TTYH3",24,24,121.5,109.5,0.444795336787565,"False",12
"4759","TUBA1A",4408,7136,99,93,0.480277777777778,"False",6
"4760","TUBA1B",527,880,83,81.5,0.493792184724689,"False",1.5
"4761","TUBA1C",39,16,98,67,0.207118644067797,"False",31
"4762","TUBB",724,840,106,101,0.483303606048856,"False",5
"4763","TUBB2A",12,49,87.5,112,0.30875,"False",24.5
"4764","TUBB2B",73,197,110,99,0.440593849416755,"False",11
"4765","TUBB4B",32,35,80,143,0.0167857142857143,"True",63
"4766","TUBB6",15,16,100,109.5,0.457300334768053,"False",9.5
"4769","TUBG1",50,56,89,89.5,0.51553125,"False",0.5
"4775","TVP23B",7,16,144,88.5,0.0462878787878788,"True",55.5
"4776","TWISTNB",5,5,94,123,0.263694736842105,"False",29
"4777","TXN",214,150,107,90.5,0.383939189189189,"False",16.5
"4778","TXN2",103,96,79,97,0.371818505338078,"False",18
"4780","TXNDC12",77,102,89,90,0.496687953054884,"False",1
"4782","TXNDC17",59,41,105,121,0.398058191018343,"False",16
"4784","TXNL1",61,84,71,77,0.476398514851485,"False",6
"4785","TXNL4A",16,28,89,99.5,0.454524390243903,"False",10.5
"4786","TXNRD1",18,20,132,101.5,0.250910099889012,"False",30.5
"4788","TYMS",24,32,117.5,123,0.48562476117692,"False",5.5
"4792","U2AF2",44,28,145,131.5,0.444795336787565,"False",13.5
"4793","U2SURP",13,14,174,180.5,0.478152480839048,"False",6.5
"4794","UAP1",10,5,75.5,174,0,"True",98.5
"4795","UBA1",31,73,140,163,0.382134602311353,"False",23
"4796","UBA2",16,18,90.5,116.5,0.289299242424242,"False",26
"4797","UBA3",50,31,132,82,0.0943349168646082,"False",50
"4799","UBA52",111,126,93,93.5,0.503380681818182,"False",0.5
"4801","UBAP2L",23,18,96,121.5,0.29353078358209,"False",25.5
"4802","UBB",1135,693,100,100,0.498817750677507,"False",0
"4803","UBC",74,142,107.5,106.5,0.499176251691475,"False",1
"4804","UBE2A",8,11,100,150,0.0604950495049505,"False",50
"4806","UBE2C",23,75,102,123,0.36268390386016,"False",21
"4807","UBE2D2",11,21,79,133,0.0462878787878788,"True",54
"4808","UBE2D3",35,55,105,93,0.440593849416755,"False",12
"4809","UBE2E3",11,31,104,150,0.142225325884544,"False",46
"4811","UBE2G2",19,17,95,136,0.128053892215569,"False",41
"4813","UBE2I",101,174,87,88.5,0.495550668543279,"False",1.5
"4814","UBE2J1",5,16,105,116.5,0.447688338493292,"False",11.5
"4817","UBE2L3",55,61,115,96,0.371818505338078,"False",19
"4818","UBE2L6",31,61,102,87,0.409794561933535,"False",15
"4819","UBE2M",80,53,115,116,0.511014516661168,"False",1
